ID,LOCUTOR,FALA_FIEL,FALA_HIGIENIZADA,NOTA_HUMANA
01,Vera Magalhães,bem amigos o roda viv está no ar para todo o Brasil pela TV Cultura e suas emissoras afiliadas (.) também é possível assistir a este e outros programas a qualquer tempo pelo nosso canal no YouTube pelo ep cultura Play. a voz do nosso convidado de hoje nos transporta automaticamente para os campos as quadras as pistas de corrida (.) gerações torceram pelos atletas brasileiros de diferentes modalidades repetindo os seus bordões repetindo melhor dizendo porque os seus RS também ficaram muito marcados (.) e a gente se emocionou com a vibração que ele passa a cada narração. este ano marca os 30 anos de dois momentos mais marcantes dessa carreira um feliz e o outro trágico (.) o tetra campeonato do Brasil em Copas do Mundo em 1994 e também a morte do tricampeão de Fórmula 1 Airton Sena separadas por poucos meses. 2024 É também um ano de muitas mudanças profissionais para ele (.) depois de anunciar que deixaria o posto de principal narrador esportivo da TV Globo após a Copa de 2022 no Qatar ele se lançou a novos desafios inclusive em parceria com a emissora que o consagrou e também em seu canal no YouTube. está mergulhado na cobertura da Copa América e já já embarca para Paris para uma verdadeira maratona Olímpica (.) Haja coração para tanto assunto porque está no centro do Roda Viva pela primeira vez o narrador comentarista esportivo e agora influencer Galvão Bueno. Carlos Eduardo dos Santos Galvão Bueno nasceu em Julho de 1950 no Rio de Janeiro (.) é filho de mildred dos Santos uma atriz de sucesso nas décadas de 40 e 50 e do redator aldu Viana. Galvão Bueno mudou para São Paulo ainda criança e praticou diversos esportes na infância (.) na adolescência foi para Brasília e chegou à seleção juvenil de basquete do Distrito Federal (.) começou a carreira de comunicador Na década de 70 na rádio e TV Gazeta passou pela Record Band assinou com a Globo em 1981 marcando gerações com as corridas de Fórmula 1 vem e o futebol Bras a emissora brevemente em 1992 e em 1993 estava de volta eternizando um ano depois o grito do tetra campeonato do Brasil na Copa do Mundo É tetra é tetra é tetra. para entrevistar o Galvão Bueno o nosso time hoje é formado por Carol kopl repórter do Jornal Globo Thiago berra apresentador da Jovem Pan e autor do livro 1994 o Brasil é tetra Fábio Seixas jornalista da Live mode Milena cibelli jornalista e apresentadora e Gabriel wer repórter de televisão e mídia esportiva do site F5 da Folha de São Paulo e nos desenhos vai que é sua Luciano verones (..) Boa noite Galvão (.) Que honra que prazer ter você aqui com a gente hoje.,bem amigos o roda viv está no ar para todo o Brasil pela TV Cultura e suas emissoras afiliadas também é possível assistir a este e outros programas a qualquer tempo pelo nosso canal no YouTube pelo ep cultura Play. a voz do nosso convidado de hoje nos transporta automaticamente para os campos as quadras as pistas de corrida gerações torceram pelos atletas brasileiros de diferentes modalidades repetindo os seus bordões repetindo melhor dizendo porque os seus RS também ficaram muito marcados e a gente se emocionou com a vibração que ele passa a cada narração. este ano marca os 30 anos de dois momentos mais marcantes dessa carreira um feliz e o outro trágico o tetra campeonato do Brasil em Copas do Mundo em 1994 e também a morte do tricampeão de Fórmula 1 Airton Sena separadas por poucos meses. 2024 É também um ano de muitas mudanças profissionais para ele depois de anunciar que deixaria o posto de principal narrador esportivo da TV Globo após a Copa de 2022 no Qatar ele se lançou a novos desafios inclusive em parceria com a emissora que o consagrou e também em seu canal no YouTube. está mergulhado na cobertura da Copa América e já já embarca para Paris para uma verdadeira maratona Olímpica Haja coração para tanto assunto porque está no centro do Roda Viva pela primeira vez o narrador comentarista esportivo e agora influencer Galvão Bueno. Carlos Eduardo dos Santos Galvão Bueno nasceu em Julho de 1950 no Rio de Janeiro é filho de mildred dos Santos uma atriz de sucesso nas décadas de 40 e 50 e do redator aldu Viana. Galvão Bueno mudou para São Paulo ainda criança e praticou diversos esportes na infância na adolescência foi para Brasília e chegou à seleção juvenil de basquete do Distrito Federal começou a carreira de comunicador Na década de 70 na rádio e TV Gazeta passou pela Record Band assinou com a Globo em 1981 marcando gerações com as corridas de Fórmula 1 vem e o futebol Bras a emissora brevemente em 1992 e em 1993 estava de volta eternizando um ano depois o grito do tetra campeonato do Brasil na Copa do Mundo É tetra é tetra é tetra. para entrevistar o Galvão Bueno o nosso time hoje é formado por Carol kopl repórter do Jornal Globo Thiago berra apresentador da Jovem Pan e autor do livro 1994 o Brasil é tetra Fábio Seixas jornalista da Live mode Milena cibelli jornalista e apresentadora e Gabriel wer repórter de televisão e mídia esportiva do site F5 da Folha de São Paulo e nos desenhos vai que é sua Luciano verones Boa noite Galvão Que honra que prazer ter você aqui com a gente hoje.,40
02,Galvão Bueno,boa noite Prazer todo meu prazer falar com você ver- sempre sou seu fã gosto muito do seu trabalho (.) é um prazer muito grande tá aqui com pessoas que conheço mais ou conheço menos grandes amigos de muit- e tantos e tantos anos como Milena como o Fábio se- que virou esse mundo de Deus viramos esse mundo Deus juntos a fórmula 1 (.) mas a Carol também muito bom est- aqui com você. e o Gabriel V é o que eu queria saber que é O informante dele na Globo porque ele sabe de coisas que nem a gente sabe sei lá. eu me lembro já faz muito tempo viu ééé (.) foi no final de 1986 eu tava na na bancada sentado aqui tava um um cidadão chamado Airton Sena da Silva que tava completando o terceiro ano dele de Fórmula 1 e foi um programa foi um programa Espetacular (.) o Rod- viva é é uma coisa é um programa histórico da telão brasileira coisas então para mim quero dizer antes de mais nada que é uma honra estar aqui com vocês.,boa noite Prazer todo meu prazer falar com você ver- sempre sou seu fã gosto muito do seu trabalho é um prazer muito grande tá aqui com pessoas que conheço mais ou conheço menos grandes amigos de muit- e tantos e tantos anos como Milena como o Fábio se- que virou esse mundo de Deus viramos esse mundo Deus juntos a fórmula 1 mas a Carol também muito bom est- aqui com você. e o Gabriel V é o que eu queria saber que é O informante dele na Globo porque ele sabe de coisas que nem a gente sabe sei lá. eu me lembro já faz muito tempo viu foi no final de 1986 eu tava na na bancada sentado aqui tava um um cidadão chamado Airton Sena da Silva que tava completando o terceiro ano dele de Fórmula 1 e foi um programa foi um programa Espetacular o Rod- viva é é uma coisa é um programa histórico da telão brasileira coisas então para mim quero dizer antes de mais nada que é uma honra estar aqui com vocês.,25
03,Vera Magalhães,Galvão ess- a sua aposentadoria da narração era só para inglês ver porque você tá fazendo muito mais coisa do que quando você era narrador da Globo (.) então pro nosso espectador se inteirar se familiarizar porque até eu confesso que eu tive dificuldade ao listar tudo que você tá fazendo conta aí pra gente tudo que você tá fazendo.,Galvão ess- a sua aposentadoria da narração era só para inglês ver porque você tá fazendo muito mais coisa do que quando você era narrador da Globo então pro nosso espectador se inteirar se familiarizar porque até eu confesso que eu tive dificuldade ao listar tudo que você tá fazendo conta aí pra gente tudo que você tá fazendo.,85
04,Galvão Bueno,aposentar jamais jamais (.) Não não eu isso é uma coisa que não não passa na na minha cabeça (.) eu acho que quando a gente pensa em parar de trabalhar você começa a Deixar de Viver ééé (.) aposentadoria da narração é um pouco mais próxima da Verdade mas digamos assim não é aposentadoria (.) eu deixei de ser o que o que eu fiz nos meus 50 anos de televisão ééé (.) a cultura tá fazendo 55 eu em Março agora fiz 50 anos des- de da minha estreia na televisão em 1974 (.) mas e na Globo principalmente na Globo desde 1981 até o final 41 anos narrando. E aí coloca aí 12 Copas do Mundo feitas lá no local foram TRS no total mas 12 sequência no local perdi a conta de quantas finais de copa do mundo mais de de 600 corridas de Fórmula 1 e 10 Olimpíadas e tudo isso (.) então essa narração do do dia o Galvão Bueno narrador da Globo isso entrou já pro pro passado é passado. Mas eu continuo trabalhando eu continuo trabalhando na Globo eu tenho contrato até o final desse ano eu não sei que que vamos conversar ainda talvez o vacer saibe mais do que eu ele vai contar pra gente quando chegar aqui ele vai contar coisa que que até eu não sei (.) mas o o Mas então vai tem o meu canal ééé nas redes sociais e é uma loucura essa coisa né você tem milhões e milhões de seguidores e conversa com essas pessoas todas e discute com elas todas. E aí tem a minha vida fora da televisão né casa Brasil na Olimpíada a- isso isso é olimpíada né tem minha vida fora da televisão ééé (.) eu sou do agronegócio sim que é uma coisa tão importante e tão ééé fundamental na na na economia na economia brasileira (.) eu eu eu eu crio gado de raça sou pecuarista portanto há 25 anos há 20 anos produzo vinhos ahn tenho uma uma ligação muito forte com com o Paraná com Rio Grande do Sul neste momento muito mais com com o Rio Grande do Sul que tá passando por essa situação meu Deus do céu mas a gente ajuda todo mundo. Olha gente quem puder ajudar porque vai demorar ainda muito tempo mesmo com as águas baixando para que se possa recuperar um estado tão importante pro pro Brasil como como o Rio Grande do Sul (.) então não paro não não paro paro de momento algum. e agora vem olimpíada olimpíada é um espetáculo né olimpíada é um festa do esporte é uma quando você une o esporte com com a cultura com com o mundo com ahn onde há um um um mínimo de paz em certos confrontos tem tem certos momentos que não me sai da da da cabeça como por exemplo na na cerimônia de abertura as duas coreias desfilando juntas é uma coisa inimaginável né em outro Em outro momento que que não seja uma olimpíada então a olimpíada tá chegando eu tô feliz.,aposentar jamais jamais Não não eu isso é uma coisa que não não passa na na minha cabeça eu acho que quando a gente pensa em parar de trabalhar você começa a Deixar de Viver aposentadoria da narração é um pouco mais próxima da Verdade mas digamos assim não é aposentadoria eu deixei de ser o que o que eu fiz nos meus 50 anos de televisão a cultura tá fazendo 55 eu em Março agora fiz 50 anos des- de da minha estreia na televisão em 1974 mas e na Globo principalmente na Globo desde 1981 até o final 41 anos narrando. E aí coloca aí 12 Copas do Mundo feitas lá no local foram TRS no total mas 12 sequência no local perdi a conta de quantas finais de copa do mundo mais de de 600 corridas de Fórmula 1 e 10 Olimpíadas e tudo isso então essa narração do do dia o Galvão Bueno narrador da Globo isso entrou já pro pro passado é passado. Mas eu continuo trabalhando eu continuo trabalhando na Globo eu tenho contrato até o final desse ano eu não sei que que vamos conversar ainda talvez o vacer saibe mais do que eu ele vai contar pra gente quando chegar aqui ele vai contar coisa que que até eu não sei mas o o Mas então vai tem o meu canal nas redes sociais e é uma loucura essa coisa né você tem milhões e milhões de seguidores e conversa com essas pessoas todas e discute com elas todas. E aí tem a minha vida fora da televisão né casa Brasil na Olimpíada a- isso isso é olimpíada né tem minha vida fora da televisão eu sou do agronegócio sim que é uma coisa tão importante e tão fundamental na na na economia na economia brasileira eu eu eu eu crio gado de raça sou pecuarista portanto há 25 anos há 20 anos produzo vinhos tenho uma uma ligação muito forte com com o Paraná com Rio Grande do Sul neste momento muito mais com com o Rio Grande do Sul que tá passando por essa situação meu Deus do céu mas a gente ajuda todo mundo. Olha gente quem puder ajudar porque vai demorar ainda muito tempo mesmo com as águas baixando para que se possa recuperar um estado tão importante pro pro Brasil como como o Rio Grande do Sul então não paro não não paro paro de momento algum. e agora vem olimpíada olimpíada é um espetáculo né olimpíada é um festa do esporte é uma quando você une o esporte com com a cultura com com o mundo com onde há um um um mínimo de paz em certos confrontos tem tem certos momentos que não me sai da da da cabeça como por exemplo na na cerimônia de abertura as duas coreias desfilando juntas é uma coisa inimaginável né em outro Em outro momento que que não seja uma olimpíada então a olimpíada tá chegando eu tô feliz.,0
05,Vera Magalhães,tratar vamos tratar de todas essas as- do Galvão aqui hoje (.) Seixas por favor.,tratar vamos tratar de todas essas as- do Galvão aqui hoje Seixas por favor.,85
06,Fábio Seixas,Galvão e- pega leve Fica tranquilo ou não (.) a a Vera falou te apresentou também como influenciador você falou agora sobre milhões de seguidores (.) e logo depois da eliminação do Brasil na Copa da Rússia viralizou um vídeo seu Moscou enlouqueceu e você ali de uma forma que talvez o torcedor normal que estava acostumado a te ver pela Globo não te conhecesse (.) você tava ali com Lan Blanc com com arsenio venger e e aquele vídeo explodiu loran Blan cen venger Roberto Carlos e quem mais que tava o o Ixe um monte um monte um mon- de amigos (.) e ali Talvez né aquele aquela história aquele meme que ficou que acabou tá virando uma brincadeira do cal- boca Galvão deu lugar ao Eu amo Galvão fica Galvão a gente e quer te ver mais Galvão (.) ali te deu um estalo ééé de perceber esse mundo da internet de do do influenciador que você poderia ser o que você já é era ééé que até depois deu seus caminhos para que você faz agora ali te foi foi uma virada de chave para você essa explosão na internet.,Galvão e- pega leve Fica tranquilo ou não a a Vera falou te apresentou também como influenciador você falou agora sobre milhões de seguidores e logo depois da eliminação do Brasil na Copa da Rússia viralizou um vídeo seu Moscou enlouqueceu e você ali de uma forma que talvez o torcedor normal que estava acostumado a te ver pela Globo não te conhecesse você tava ali com Lan Blanc com com arsenio venger e e aquele vídeo explodiu loran Blan cen venger Roberto Carlos e quem mais que tava o o Ixe um monte um monte um mon- de amigos e ali Talvez né aquele aquela história aquele meme que ficou que acabou tá virando uma brincadeira do cal- boca Galvão deu lugar ao Eu amo Galvão fica Galvão a gente e quer te ver mais Galvão ali te deu um estalo de perceber esse mundo da internet de do do influenciador que você poderia ser o que você já é era que até depois deu seus caminhos para que você faz agora ali te foi foi uma virada de chave para você essa explosão na internet.,35
07,Galvão Bueno,Ô Fabinho aquilo aquele Galvão que gritou Mas- qual queceu aquela coisa você já deve ter visto muitas vezes nas nossas andanças pelo mundo n- nas depois do trabalho as noites sempre divertido que que nós que nós (.) aquilo não foi depois da da da da não foi em função da eliminação do Brasil não (.) vamos ficou enlouqueceu porque enlouqueceu mesmo era uma era era uma coisa que que nunca tinha acontecido principalmente na na na na Rússia Depois todo o período da da da do socialismo da União das repúblico socialista soviético até a queda do muro de Berlim (.) então aquilo aquilo ali não não foi foi foi uma noite muito bacana muito agradável e e e eu aquilo saiu resolvi fazer uma postagem e viralizou. mas não é que naquele momento virou a chave ahn a chave vem sendo virada já algum tempo porque eu acho que tudo na vida tem um prazo e acho que foi acabou eu sabe o que eu imaginava eu realmente eu imaginava e talvez a Globo imaginasse que o o Galvão Bueno narrador principal da Globo ééé o o o final seria depois depois da olimpíada no Brasil em 16 né que seria muito bacana depois de tudo aquilo que aconteceu a Copa em 14 a olimpíada em 16 (.) mas aí vamos renovar vamos vamos para frente vamos embora. então vem 18 aí vamos aí vem a olimpíada do Japão uma coisa completamente diferente um ano depois por causa do horror da pandemia e e e a transmissão feita dos estúdios (.) eu falei meu como é que eu vou fazer gente eu fui A sei lá 10 Olimpíadas mas sempre lá no local sentindo vivendo aquela aquela coisa Espetacular (.) aí foi muito bacana Então vamos embora até a copa do Qatar vamos embora até a final da Copa do Qatar foi final. naquele momento eu até até narrei um jogo o primeiro jogo da seleção brasileira depois da copa no meu canal e aí pá deu por mais de 11 milhões de de de de de de pessoas assistindo ééé ééé aí tivemos que mexer no contrato da Globo porque eles não gostaram muito da história não e a gente mexeu um pouquinho no contrato (.) então agora não tô fazendo narrações mas o ano que vem já tá aí já tá pertinho ano que vem já tá fazendo narrações.,Ô Fabinho aquilo aquele Galvão que gritou Mas- qual queceu aquela coisa você já deve ter visto muitas vezes nas nossas andanças pelo mundo n- nas depois do trabalho as noites sempre divertido que que nós que nós aquilo não foi depois da da da da não foi em função da eliminação do Brasil não vamos ficou enlouqueceu porque enlouqueceu mesmo era uma era era uma coisa que que nunca tinha acontecido principalmente na na na na Rússia Depois todo o período da da da do socialismo da União das repúblico socialista soviético até a queda do muro de Berlim então aquilo aquilo ali não não foi foi foi uma noite muito bacana muito agradável e e e eu aquilo saiu resolvi fazer uma postagem e viralizou. mas não é que naquele momento virou a chave a chave vem sendo virada já algum tempo porque eu acho que tudo na vida tem um prazo e acho que foi acabou eu sabe o que eu imaginava eu realmente eu imaginava e talvez a Globo imaginasse que o o Galvão Bueno narrador principal da Globo o o o final seria depois depois da olimpíada no Brasil em 16 né que seria muito bacana depois de tudo aquilo que aconteceu a Copa em 14 a olimpíada em 16 mas aí vamos renovar vamos vamos para frente vamos embora. então vem 18 aí vamos aí vem a olimpíada do Japão uma coisa completamente diferente um ano depois por causa do horror da pandemia e e e a transmissão feita dos estúdios eu falei meu como é que eu vou fazer gente eu fui A sei lá 10 Olimpíadas mas sempre lá no local sentindo vivendo aquela aquela coisa Espetacular aí foi muito bacana Então vamos embora até a copa do Qatar vamos embora até a final da Copa do Qatar foi final. naquele momento eu até até narrei um jogo o primeiro jogo da seleção brasileira depois da copa no meu canal e aí pá deu por mais de 11 milhões de de de de de de pessoas assistindo aí tivemos que mexer no contrato da Globo porque eles não gostaram muito da história não e a gente mexeu um pouquinho no contrato então agora não tô fazendo narrações mas o ano que vem já tá aí já tá pertinho ano que vem já tá fazendo narrações.,25
08,Vera Magalhães,Diga lá Carol.,Diga lá Carol.,100
09,Carol Knoploch,Então:: vamos falar de olimpíada a gente tá no ano Olímpico e você acabou de comentar que Tóquio você teve uma experiência diferente né você não foi pra cidade sede e a gente acompanhou Quem esteve aqui no Brasil e acompanhou a transmissão viu você no estúdio com uma câmera ao vivo mostrando você ali narrador torcedor (.) e me chamou atenção depois vendo essa imagem você quando admitiu as conquistas da Rebeca Você não viu Você virou você ficou nervoso Você não queria ver a Rebeca na-.,Então vamos falar de olimpíada a gente tá no ano Olímpico e você acabou de comentar que Tóquio você teve uma experiência diferente né você não foi pra cidade sede e a gente acompanhou Quem esteve aqui no Brasil e acompanhou a transmissão viu você no estúdio com uma câmera ao vivo mostrando você ali narrador torcedor e me chamou atenção depois vendo essa imagem você quando admitiu as conquistas da Rebeca Você não viu Você virou você ficou nervoso Você não queria ver a Rebeca na-.,80
10,Galvão Bueno,eu falei eu falei a trave a trave é uma coisa angustiante eu não sei como como elas conseguem ali fazer tudo aquilo que fazem na trave mal cabe o pé Ali e fazer tudo que fazem (.) e era era importante no no conjunto da obra dela né do que ela foi buscar da Prata que ela foi buscar porque o ouro veio no salto mas aquilo ali é.,eu falei eu falei a trave a trave é uma coisa angustiante eu não sei como como elas conseguem ali fazer tudo aquilo que fazem na trave mal cabe o pé Ali e fazer tudo que fazem e era era importante no no conjunto da obra dela né do que ela foi buscar da Prata que ela foi buscar porque o ouro veio no salto mas aquilo ali é.,95
